DATE/TIME,ADDRESS,CITY,COUNTY,AGENCY,RANK,OFFICER NAME,YRS EXP,INJURIES,CLEARED?,BODY CAM,RACE,SEX,NOTES
5/4/14 6:15 PM,7000 DUBLIN MEADOWS ST,DUBLIN,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,MITCHELL MENSINGER,10,NOT FATAL,,,,M,
4/23/14 21:12,134 BROOKDALE AVE.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,DOMINGUEZ,,,,,,,DOG
4/14/14,16978 WESTERMAN COURT,HAYWARD,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,LUIS SANTAMARIA,13,,,,,M,
4/13/14 4:50 PM,5090 LICK MILL BLVD,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,SGT.,ALAN WOLF,25,,,,,M,
4/13/14 4:50 PM,5090 LICK MILL BLVD,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,OFFICER,ANDREW MCGUIRE,1,,,,,M,
4/9/14 3:00 PM,2000 SOLANO AVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,SGT.,STEVE DARDEN,18,NONE,3/16/2016,,,M,
4/9/14 3:00 PM,2000 SOLANO AVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JOSEPH MCCARTHY,17,NONE,3/16/2016,,,M,
4/3/14 3:15 PM,2780 N TEXAS ST,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,,,,,,,,,
4/3/14 2:46 PM,2701 N TEXAS ST,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,,,,,,,,,
3/22/14 5:30 AM,CROY ROAD & ESTHER LAKE DRIVE,MORGAN HILL,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,,,,,,NONE,,,
3/21/14 7:11 PM,BERNAL HEIGHTS PARK,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,RICHARD SCHIFF,,,2/12/2015,NONE,,M,
3/21/14 7:11 PM,BERNAL HEIGHTS PARK,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,NATHAN CHEW,,,2/12/2015,NONE,,M,
3/21/14 7:11 PM,BERNAL HEIGHTS PARK,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ROGER MORSE,,,2/12/2015,NONE,,M,
3/21/14 7:11 PM,BERNAL HEIGHTS PARK,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,LT.,JASON SAWYER,,,2/12/2015,NONE,,M,
3/18/14 5:41 PM,HESPERIAN BLVD & GRANT AVE,SAN LORENZO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,ERIC LARSON,20,,,,,M,
3/8/14 2:45 PM,1300 FLORIDA ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,PERFECTO JOHN BARBOSA,,,,NONE,,M,
3/7/14 4:10 AM,3331 N TEXAS ST,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,JUSTIN GUTIERREZ,,,,,,,
3/7/14 4:10 AM,3331 N TEXAS ST,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,ERIK AAGARD,,,,,,,
2/21/2014 10:55 AM,SOUTH EIGHTH ST & EAST SAN SALVADOR ST,SAN JOSE,SANTA CLARA,SAN JOSE STATE UNIVERSITY POLICE DEPARTMENT,SGT.,MIKE SANTOS,,,3/27/2015,,,M,
2/17/14 10:00 PM,PASEO GRANDE & VIA TOLEDO,SAN LORENZO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,SGT.,SIERRY WILHELM,13,NOT FATAL,3/1/2015,,,M,
2/17/14 10:00 PM,PASEO GRANDE & VIA TOLEDO,SAN LORENZO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,ROBERT GRIFFITH,9,NONE,3/1/2015,,,M,
2/17/14 2:25,1630 BACON ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CASEY,,,,,,,DOG
2/9/14 3:00 AM,3300 HOLLY DRIVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,NONE,,,
2/4/14 7:14 PM,21701 FOOTHILL BLVD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,NORMAN DAVIS,,NONE,,NONE,,M,
2/4/14 12:00 PM,19TH ST & 3RD ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,BRANDON THOMPSON,,NONE,1/29/2016,NONE,,M,
2/3/14 8:00 PM,I-80 & PEDRICK ROAD,DIXON,SOLANO,CALIFORNIA HIGHWAY PATROL,,,,,,,,,
1/28/14 22:40,25TH AVE & LINCOLN WAY,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,LT.,CUDDY,,,,,,,DOG
1/25/14 10:26,1073 CONNECTICUT ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,SANTIAGO,,,,,,,DOG
1/21/14 9:00 PM,5200 WENTWORTH AVE,OAKLAND,ALAMEDA,CALIFORNIA HIGHWAY PATROL,OFFICER,GREG EDDY,12,,3/1/2015,NONE,,M,
1/21/14 9:00 PM,5200 WENTWORTH AVE,OAKLAND,ALAMEDA,CALIFORNIA HIGHWAY PATROL,OFFICER,RYAN CATES,6,,3/1/2015,NONE,,M,
1/21/14 2:00 PM,6450 DOUGHERTY ROAD,DUBLIN,ALAMEDA,BART POLICE DEPARTMENT,DETECTIVE,MICHAEL MAES,26,,5/30/2014,,,M,
1/21/14 3:00 AM,5700 E 15TH ST,OAKLAND,ALAMEDA,CALIFORNIA HIGHWAY PATROL,OFFICER,JAKE JOHNSON,,,3/1/2015,NONE,,M,
1/21/14 3:00 AM,5700 E 15TH ST,OAKLAND,ALAMEDA,CALIFORNIA HIGHWAY PATROL,OFFICER,ROBERT KOEHN,,,3/1/2015,NONE,,M,
1/12/14 12:10 AM,JERROLD AVE & BAYSHORE BLVD,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,BERNADETTE ROBINSON,10,,,NONE,,F,
1/3/14 3:23 PM,1800 CAPE HORN DRIVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,DONDI WEST,,,,NONE,,F,
12/30/13 8:50 PM,19TH AVE & TARAVAL ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,WAYNE WONG,,NONE,3/26/2015,NONE,,M,
12/11/13 9:40 AM,600 LAS GALLINAS AVE,SAN RAFAEL,MARIN,MARIN COUNTY SHERIFF'S OFFICE,DEPUTY,DONALD CARPENTER,7,,,,,M,
12/10/13 12:01 PM,12000 SARATOGA AVE,SARATOGA,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,DEPUTY,ALDO GROBA,14,,4/18/2016,NONE,,M,
11/28/13 10:50 AM,700 KIRK GLEN DRIVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,KEVIN PETERS,12,,8/14/2014,NONE,,M,
11/16/13 12:20 AM,95 CLEVELAND AVE,SAN JOSE,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,DEPUTY,JENNIFER GALEN,3,,6/9/2015,NONE,,F,
11/5/13 9:34 AM,200 PENNSYLVANIA AVE,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,DETECTIVE,JOSEPH GRIEGO,,NONE,2/19/2015,,,M,
10/27/13 12:30 PM,CHESTNUT ST & PIERCE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CHRISTOPHER SCHAEFER,,NONE,,NONE,,M,
10/27/13 12:30 PM,CHESTNUT ST & PIERCE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KEVIN BYRNE,,NONE,,NONE,,M,
10/27/13 12:30 PM,CHESTNUT ST & PIERCE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JASON ZIMIGA,,NONE,,NONE,,M,
10/27/13 12:30 PM,CHESTNUT ST & PIERCE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,GORDON MOORE,,NONE,,NONE,,M,
10/22/13 3:15 PM,MOORLAND AVE & WEST ROBLES AVE,SANTA ROSA,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,ERICK GELHAUS,24,,7/7/2014,,,M,
10/21/13 8:22 PM,4200 SATURN WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,CORPORAL,JOSHUAL CLUBB,8,NONE,,,,M,
10/17/13 22:25,615 MINNA ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,RODARTE,,,,,,,DOG
10/12/13 1:35 AM,200 LINCOLN ROAD WEST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,DETECTIVE,TERRY SCHILLINGER,6,NONE,,,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,DEPUTY,TYLER FERNANDES,,,9/8/2014,NONE,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,DETECTIVE,TRAVIS NIESEN,,,9/8/2014,,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,SGT.,GREG HILL,,,9/8/2014,,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,DETECTIVE,CORY MORGAN,,,9/8/2014,,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,DETECTIVE,JUSTIN MEAD,,,9/8/2014,,,M,
9/4/13 2:00 PM,776 N. MATHILDA AVE.,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,DETECTIVE,JAKE THOMPSON,,,9/8/2014,,,M,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,SGT.,MARK HOUSLEY,17,NONE,,,,M,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,CORPORAL,LISA GRAETZ,15,NONE,,,,F,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,CORPORAL,YOUSUF SHANSAB,6,NONE,,,,M,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,ADALBERTO ALBERTO,3,NONE,,,,M,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,JANICE TURBYFILL,13,NONE,,,,F,
8/31/13 2:30 PM,32600 KENITA WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,ROBERT YOUNG,6,NONE,,,,M,
8/30/13 5:00 AM,WEST SAN CARLOS ST & LINCOLN AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,10,NONE,,,,,
8/30/13 1:00 AM,BEVERLY BLVD & NORTH KING ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,8,NOT FATAL,,,,,
8/28/13 4:45 PM,HILLCREST AVE & WILDFLOWER DRIVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,,,NONE,,,
8/26/13 1:39 PM,300 STONEFORD AVE.,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,SGT,BRIAN ANTHONY,11,,,OFF,WHITE,M,
8/24/13 1:34 AM,2105 SPRINGS ROAD,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JOSH COLEMAN,7,,,,,M,
8/17/13 4:00 PM,CA 24 & WILDER ROAD,ORINDA,CONTRA COSTA,CALIFORNIA HIGHWAY PATROL,,,,,,,,,
8/14/13 9:23 PM,2195 WEST TENNYSON ROAD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,GIOVANNI SANCHEZ,,,,NONE,,M,
8/3/13 13:55, 1323 47TH AVE.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,MCLAUGHLIN,,,,,,,DOG
7/20/13 9:40 PM,800 O'FARRELL ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,RYAN DOHERTY,,NONE,6/29/2015,NONE,,M,
7/19/13 9:00 PM,BELLA VISTA DRIVE & WALTERS ROAD,SUISUN CITY,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,CHRIS GRIMM,,NONE,2/8/2015,,,M,
7/19/13 9:00 PM,BELLA VISTA DRIVE & WALTERS ROAD,SUISUN CITY,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,KEITH PULSIPHER,,NONE,2/8/2015,,,M,
7/18/13 7:30 PM,ULATIS DRIVE & CHRISTINE DRIVE,VACAVILLE,SOLANO,VACAVILLE POLICE DEPARTMENT,SGT.,PATRICK WILLIAMS,,NONE,7/2/2014,,,M,
7/7/13 5:50 PM,TERNERS DRIVE,MARIN CITY,MARIN,MARIN COUNTY SHERIFF'S OFFICE,DEPUTY,EVAN KUBOTA,,,12/5/2013,,,M,
6/28/13 3:30 PM,INTERSTATE 80 & LEISURETOWN RD,VACAVILLE,SOLANO,VACAVILLE POLICE DEPARTMENT,OFFICER,LUCY MAKIMOTO,,NONE,7/2/2014,,,F,
6/25/13,,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,,,,,,,,,DOG
6/16/13 6:45 AM,424 OHLONES ST,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,WILLIAM SETTLE,7,NONE,,,,,
6/16/13 6:45 AM,424 OHLONES ST,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,NICHOLAS AUSTIN,7,NONE,,,,,
6/14/13 10:00 PM,3714 CASTRO VALLEY BLVD,CASTRO VALLEY,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,CHRISTOPHER HAENDEL,5,NONE,5/28/2014,,,M,
6/8/13 1:30 PM,11 TENNESSEE ST.,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,STEVE DARDEN,17,NONE,6/15/2015,,,M,
6/8/13 7:29 AM,1001 MCCLELLAND DRIVE,WINDSOR,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,DONALD FLETCHER,10,NONE,,,,M,
6/8/13 7:29 AM,1001 MCCLELLAND DRIVE,WINDSOR,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,ANDREW CASH,14,NONE,,,,M,
6/4/13 7:09 PM,42 HARBOR WAY,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JEFF COBURN,8,NONE,6/17/2016,,,M,
5/29/13 2:00 PM,2400 RITCHIE ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JURELL SNYDER,6,,,,ASIAN,M,
5/17/13 5:40 PM,5500 SANDALWOOD DRIVE,NEWARK,ALAMEDA,NEWARK POLICE DEPARTMENT,OFFICER,ETHAN KATZ,25,NONE,,NONE,WHITE,M,
5/17/13 5:40 PM,5500 SANDALWOOD DRIVE,NEWARK,ALAMEDA,NEWARK POLICE DEPARTMENT,OFFICER,TONY HECKMAN,15,NONE,,NONE,WHITE,M,
5/16/13 11:15 PM,INTERSTATE 580 & CASTRO VALLEY BLVD,CASTRO VALLEY,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,JEFFREY EDWARDS,7,NONE,,,,M,
5/10/13 9:00 PM,2700 BARCELONA CIRCLE,ANTIOCH,CONTRA COSTA,CONCORD POLICE DEPARTMENT,DETECTIVE,CHRIS LOERCHER,,,,,,M,
5/10/13 9:00 PM,2700 BARCELONA CIRCLE,ANTIOCH,CONTRA COSTA,CONCORD POLICE DEPARTMENT,DETECTIVE,FRANCISCO RAMIREZ,,,,,,M,
5/10/13,15670 MAUBERT AVE,SAN LEANDRO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,SGT.,VICTOR FOX,11,,,,,M,
5/9/13,,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,,,,,,,,,DOG
5/8/13 2:02 PM,WINTON AVE. & SOTO ROAD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,GARRET WAGNER,,NONE,,NONE,,M,
4/17/13 9:45 PM,900 DEHARO ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,AARON COWHIG,,NONE,12/26/2014,NONE,,M,
4/7/13 2:00 AM,17TH ST & VALENCIA ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,RYAN DAUGHERTY,,NONE,6/29/2015,NONE,,M,
4/5/13 2:27 PM,3300 CHESTNUT ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,NADIA CLARK,6,,,,BLACK,F,
4/3/2013 22:07:00,1000 JEFFERSON ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,BRYAN CLIFFORD,21,NONE,,,ASIAN,M,
4/2/13 8:10 PM,GASSER DRIVE,NAPA,NAPA,NAPA POLICE DEPARTMENT,,,,NONE,,,,,
4/2/13 7:00 AM,3400 WOODVIEW DRIVE,LAFAYETTE,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,OFFICER,STEVE HARRISON,,NONE,,,,M,
4/2/13 7:00 AM,3400 WOODVIEW DRIVE,LAFAYETTE,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,OFFICER,MICHAEL MARSHALL,,NONE,,,,M,
3/30/13 9:40 PM,33RD AVE & SAN LEANDRO ST,OAKLAND,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,ERIC LARSON,20,NOT FATAL,3/1/2015,OFF,,M,
3/30/13 9:40 PM,33RD AVE & SAN LEANDRO ST,OAKLAND,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,LUIS SANTAMARIA,12,NONE,3/1/2015,,,M,
3/27/13 4:30 PM,1800 ALMADEN ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,STEVEN NELMS,17,NOT FATAL,,NONE,,M,
3/22/13 7:00 PM,3400 SEVEN HILLS ROAD,CASTRO VALLEY,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,SGT.,VICTOR FOX,11,,5/28/2014,,,M,
3/18/13 6:45 PM,SOUTH WHITE ROAD & STORY ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,BRUCE BARTHELEMY,5,NONE,4/25/2014,NONE,,M,
3/18/13,,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,,,,,,,,,DOG
3/15/13 10:00 PM,NEWELL DRIVE,AMERICAN CANYON,NAPA,NAPA COUNTY SHERIFF'S OFFICE,SGT.,MIKE HUNTER,17,NONE,,,,M,
3/15/13 10:00 PM,NEWELL DRIVE,AMERICAN CANYON,NAPA,NAPA COUNTY SHERIFF'S OFFICE,DEPUTY,CULLEN DODD,10,NONE,,,,M,
3/15/13 10:00 PM,NEWELL DRIVE,AMERICAN CANYON,NAPA,NAPA COUNTY SHERIFF'S OFFICE,DEPUTY,BRYAN SCHULTZ,17,NONE,,,,M,
3/15/13 10:00 PM,NEWELL DRIVE,AMERICAN CANYON,NAPA,NAPA COUNTY SHERIFF'S OFFICE,DEPUTY,KENNETH VANDYKE,1,NONE,,,,M,
3/15/13 4:35 AM,JACKSON ST & SPRUCE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,HOWARD BROWN,,NONE,2/5/2016,NONE,,M,
3/5/13 7:00 PM,GEORGE COURT,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,EDRIC TALUSAN,,NONE,6/24/2014,NONE,,M,
3/5/13 7:00 PM,GEORGE COURT,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KEVIN RIGHTMIRE,,NONE,6/24/2014,NONE,,M,
3/3/13 3:20 AM,795 FLETCHER LANE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,MANUEL TROCHE,,NONE,,NONE,,M,
3/2/13 10:00 PM,DYER ST & METEOR WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,DANIEL BLUM,2,NONE,,,,M,
3/2/13 10:00 PM,DYER ST & METEOR WAY,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,DANIEL DEJONG,5,NONE,,,,M,
3/2/13 2:36 PM,UNION AVE & BASCOM AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,IAN COOLEY,,NONE,2/7/14,NONE,,M,
3/2/13 2:36 PM,UNION AVE & BASCOM AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,ADAM JENKINS,,NONE,2/7/14,NONE,,M,
3/2/13 12:30 AM,HESTER AVE & BAYSHORE BLVD,SAN FRANCISCO,SAN FRANCISCO,DALY CITY POLICE DEPARTMENT,OFFICER,BRUCE ANTHONY PERDOMO,,NONE,5/21/2014,NONE,,M,
2/28/13 11:20 PM,ODD FELLOWS PARK ROAD,GUERNEVILLE,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,BRIAN PARKS,,,,,,,
2/19/13,,,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,SEAN MCMILLAN,12,,,,,M,
2/14/13 9:55 PM,300 EDDY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KOHL O'KEEFE,,,3/11/2014,NONE,,M,
2/11/13 5:00 PM,NEVIN AVE & B ST,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,,,,,,
1/25/13 5:45 PM,48TH AVE & E 12TH ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,ROCHARD HOLTON,12,NOT FATAL,,,BLACK,M,
1/25/13 9:22 AM,7528 FREDERIKSEN LANE,DUBLIN,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,M. DENIS,9,,,,,,
12/27/12 6:40 PM,SAN PABLO AVE & POTRERO AVE,EL CERRITO,CONTRA COSTA,EL CERRITO POLICE DEPARTMENT,OFFICER,CHI LEE,,,,,,,
12/27/12 6:40 PM,SAN PABLO AVE & POTRERO AVE,EL CERRITO,CONTRA COSTA,EL CERRITO POLICE DEPARTMENT,OFFICER,MARIO GUZMAN,,,,,,,
12/27/12 3:13 AM,1450 CREEKSIDE DR,WALNUT CREEK,CONTRA COSTA,WALNUT CREEK POLICE DEPARTMENT,SGT.,MICHAEL SUGRUE,,,,,,M,
12/27/12 3:13 AM,1450 CREEKSIDE DR,WALNUT CREEK,CONTRA COSTA,WALNUT CREEK POLICE DEPARTMENT,OFFICER,GUY EZARD,,,,,,M,
12/27/12 3:13 AM,1450 CREEKSIDE DR,WALNUT CREEK,CONTRA COSTA,WALNUT CREEK POLICE DEPARTMENT,OFFICER,HOLLEY CONNORS,,,,,,F,
12/27/12 3:13 AM,1450 CREEKSIDE DR,WALNUT CREEK,CONTRA COSTA,WALNUT CREEK POLICE DEPARTMENT,OFFICER,AMBER GRIFFITH,,,,,,F,
12/15/12 6:00 PM,884 TARTARIAN WAY,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,OFFICER,THOMAS SPRAYBERRY,,,9/25/2013,,,M,
11/27/12 1:49 AM,400 JACKLIN ROAD,MILPITAS,SANTA CLARA,MILPITAS POLICE DEPARTMENT,,,,,,,,,
11/16/12 9:15 PM,TULLY RD & LANAI AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,BRUCE BARTHELEMY,5,NONE,,,,M,
11/4/12 11:55 PM,4563 CENTRAL AVE.,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,CHRISTOPHER HUMMEL,,,,,,,
11/4/12 11:55 PM,4563 CENTRAL AVE.,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,NATASHA JOHNSON,,,,,,,
3/20/13 11:36 AM,1830 SUTTER ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,DUSTIN JOSEPH,,,,,,,
3/20/13 11:36 AM,1830 SUTTER ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,RITZIE TOLENTINO,,,,,,,
3/20/13 11:36 AM,1830 SUTTER ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JOSH COLEMAN,,,,,,,
10/21/12 1:30 AM,2504 ALAMEDA ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,SEAN KENNEY,,,,,,,
10/13/12 12:40 AM,COLLINSVILLE DAY USE AREA,MONTEZUMA HILLS,SOLANO,RIO VISTA POLICE DEPARTMENT,,,,,,,,,
10/10/12 11:17 PM,1300 REEVE ST,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,,,,,,,,,
10/6/12 6:30 PM,LINCOLN BLVD,SAN FRANCISCO,SAN FRANCISCO,U.S. PARK POLICE,,,,,,,,,
10/5/12 11:23 AM,VANDERBILT ST & BRIERGATE WAY,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,ALLEN NEULA,,,,NONE,,M,
9/24/12 12:56 AM,29308 MISSION BLVD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,RONALD MCKEE,,,,NONE,,M,
9/24/12 12:56 AM,29308 MISSION BLVD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,JOSHUA CANNON,,,,NONE,,M,
9/24/12 12:56 AM,29308 MISSION BLVD,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,MICHAEL MILLER,,,,NONE,,M,
9/20/12 8:30 PM,257 14TH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,TONEY CHAPLIN,,,5/21/2014,NONE,BLACK,M,
